0	1	1
0	2	1
0	8	1
0	9	1
0	16	1
0	26	1
0	30	1
0	31	1
0	32	1
0	42	1
0	48	1
1	2	1
1	3	1
1	4	1
1	9	1
1	11	1
1	26	1
1	30	1
1	31	1
1	32	1
1	33	1
1	48	1
1	49	1
2	4	1
2	9	1
2	10	1
2	17	1
2	26	1
2	32	1
2	33	1
2	49	1
3	2	1
3	4	1
3	9	1
3	10	1
3	11	1
3	17	1
3	26	1
3	33	1
3	50	1
4	10	1
4	11	1
4	16	1
4	17	1
4	26	1
4	33	1
4	34	1
4	50	1
4	52	1
5	3	1
5	4	1
5	10	1
5	11	1
5	16	1
5	17	1
5	20	1
5	26	1
5	32	1
5	33	1
5	34	1
5	50	1
5	52	1
5	53	1
6	3	1
6	10	1
6	11	1
6	16	1
6	34	1
6	35	1
6	39	1
6	41	1
6	43	1
6	52	1
6	54	1
6	57	1
6	59	1
7	1	1
7	3	1
7	4	1
7	8	1
7	9	1
7	10	1
7	11	1
7	14	1
7	26	1
7	30	1
7	31	1
7	32	1
7	42	1
7	44	1
7	47	1
7	48	1
7	49	1
7	60	1
8	9	1
8	11	1
8	14	1
8	26	1
8	30	1
8	31	1
8	32	1
8	33	1
8	48	1
8	49	1
8	60	1
9	2	1
9	11	1
9	17	1
9	19	1
9	26	1
9	30	1
9	33	1
9	48	1
9	49	1
9	50	1
9	52	1
9	60	1
10	11	1
10	16	1
10	17	1
10	33	1
10	49	1
10	50	1
10	52	1
10	60	1
11	4	1
11	10	1
11	16	1
11	17	1
11	26	1
11	33	1
11	50	1
11	52	1
11	61	1
12	4	1
12	10	1
12	11	1
12	17	1
12	33	1
12	34	1
12	50	1
12	52	1
12	53	1
12	59	1
13	4	1
13	10	1
13	17	1
13	26	1
13	32	1
13	33	1
13	34	1
13	41	1
13	43	1
13	50	1
13	52	1
13	53	1
13	59	1
13	60	1
14	8	1
14	9	1
14	10	1
14	17	1
14	47	1
14	48	1
14	49	1
14	56	1
15	9	1
15	10	1
15	14	1
15	17	1
15	48	1
15	49	1
15	56	1
15	60	1
16	9	1
16	10	1
16	17	1
16	19	1
16	48	1
16	49	1
16	50	1
16	60	1
17	9	1
17	11	1
17	16	1
17	19	1
17	26	1
17	33	1
17	49	1
17	50	1
17	52	1
17	60	1
17	61	1
18	10	1
18	15	1
18	16	1
18	17	1
18	33	1
18	49	1
18	50	1
18	52	1
18	53	1
18	61	1
19	16	1
19	50	1
19	52	1
19	53	1
20	19	1
20	52	1
20	53	1
21	2	1
21	3	1
21	4	1
21	8	1
21	9	1
21	15	1
21	16	1
21	19	1
21	22	1
21	23	1
21	24	1
21	25	1
21	26	1
21	30	1
21	31	1
21	32	1
21	33	1
21	34	1
21	42	1
21	48	1
21	50	1
21	57	1
21	63	1
22	2	1
22	3	1
22	4	1
22	9	1
22	15	1
22	21	1
22	23	1
22	24	1
22	30	1
22	31	1
22	33	1
22	42	1
22	48	1
23	2	1
23	3	1
23	4	1
23	5	1
23	9	1
23	12	1
23	15	1
23	19	1
23	21	1
23	22	1
23	24	1
23	25	1
23	26	1
23	30	1
23	31	1
23	33	1
23	34	1
23	42	1
23	48	1
23	50	1
23	52	1
23	63	1
24	1	1
24	2	1
24	4	1
24	8	1
24	9	1
24	12	1
24	14	1
24	15	1
24	16	1
24	19	1
24	21	1
24	22	1
24	23	1
24	25	1
24	26	1
24	30	1
24	31	1
24	32	1
24	43	1
24	50	1
24	52	1
24	53	1
24	57	1
24	58	1
24	59	1
24	62	1
24	63	1
25	1	1
25	2	1
25	4	1
25	8	1
25	9	1
25	15	1
25	16	1
25	19	1
25	21	1
25	23	1
25	26	1
25	30	1
25	31	1
25	32	1
25	33	1
25	50	1
26	2	1
26	4	1
26	9	1
26	15	1
26	16	1
26	19	1
26	23	1
26	30	1
26	31	1
26	33	1
26	34	1
26	42	1
26	50	1
26	52	1
27	2	1
27	3	1
27	4	1
27	5	1
27	9	1
27	15	1
27	19	1
27	21	1
27	22	1
27	23	1
27	24	1
27	26	1
27	30	1
27	31	1
27	33	1
27	34	1
27	42	1
27	45	1
27	52	1
27	56	1
27	60	1
27	63	1
28	1	1
28	2	1
28	3	1
28	4	1
28	5	1
28	8	1
28	10	1
28	11	1
28	14	1
28	15	1
28	17	1
28	19	1
28	21	1
28	22	1
28	23	1
28	24	1
28	25	1
28	26	1
28	27	1
28	30	1
28	31	1
28	32	1
28	34	1
28	37	1
28	42	1
28	46	1
28	48	1
28	50	1
28	52	1
28	56	1
28	57	1
28	60	1
29	1	1
29	2	1
29	4	1
29	8	1
29	9	1
29	12	1
29	14	1
29	15	1
29	16	1
29	21	1
29	23	1
29	25	1
29	26	1
29	30	1
29	31	1
29	32	1
29	43	1
29	44	1
29	56	1
29	58	1
29	62	1
30	1	1
30	2	1
30	4	1
30	8	1
30	9	1
30	14	1
30	16	1
30	19	1
30	21	1
30	26	1
30	31	1
30	32	1
30	33	1
30	48	1
30	49	1
30	50	1
31	1	1
31	2	1
31	4	1
31	9	1
31	14	1
31	16	1
31	19	1
31	21	1
31	26	1
31	30	1
31	32	1
31	33	1
31	48	1
31	49	1
31	50	1
32	2	1
32	4	1
32	9	1
32	16	1
32	19	1
32	26	1
32	30	1
32	31	1
32	33	1
32	49	1
32	50	1
33	2	1
33	4	1
33	15	1
33	16	1
33	19	1
33	26	1
33	30	1
33	31	1
33	49	1
33	50	1
33	52	1
34	2	1
34	4	1
34	12	1
34	15	1
34	16	1
34	19	1
34	30	1
34	31	1
34	33	1
34	42	1
34	50	1
34	52	1
35	2	1
35	4	1
35	8	1
35	12	1
35	14	1
35	15	1
35	16	1
35	19	1
35	20	1
35	23	1
35	26	1
35	30	1
35	31	1
35	32	1
35	33	1
35	42	1
35	46	1
35	48	1
35	50	1
35	52	1
35	57	1
35	58	1
35	59	1
36	2	1
36	3	1
36	4	1
36	5	1
36	12	1
36	14	1
36	16	1
36	19	1
36	21	1
36	22	1
36	23	1
36	26	1
36	30	1
36	31	1
36	32	1
36	33	1
36	34	1
36	37	1
36	42	1
36	45	1
36	50	1
36	52	1
36	56	1
36	57	1
36	62	1
37	1	1
37	2	1
37	4	1
37	5	1
37	9	1
37	12	1
37	15	1
37	16	1
37	19	1
37	21	1
37	22	1
37	26	1
37	30	1
37	31	1
37	34	1
37	41	1
37	42	1
37	50	1
37	56	1
37	57	1
37	58	1
37	62	1
38	2	1
38	7	1
38	8	1
38	9	1
38	12	1
38	14	1
38	15	1
38	21	1
38	25	1
38	30	1
38	31	1
38	32	1
38	42	1
38	43	1
38	44	1
38	48	1
38	49	1
38	58	1
38	62	1
39	3	1
39	4	1
39	10	1
39	13	1
39	15	1
39	16	1
39	17	1
39	34	1
39	41	1
39	42	1
39	43	1
39	49	1
39	53	1
39	62	1
40	0	1
40	2	1
40	7	1
40	8	1
40	10	1
40	15	1
40	17	1
40	30	1
40	31	1
40	32	1
40	42	1
40	44	1
40	46	1
40	50	1
40	51	1
40	56	1
40	58	1
40	60	1
40	61	1
41	16	1
41	43	1
41	50	1
41	52	1
41	53	1
41	56	1
41	58	1
42	15	1
42	16	1
42	44	1
42	59	1
43	17	1
43	53	1
44	8	1
44	15	1
44	17	1
44	19	1
44	30	1
44	31	1
44	32	1
44	40	1
44	42	1
44	46	1
44	48	1
44	50	1
44	56	1
44	61	1
45	8	1
45	15	1
45	19	1
45	43	1
45	52	1
45	53	1
45	56	1
45	58	1
45	61	1
45	62	1
46	15	1
46	19	1
46	30	1
46	31	1
46	48	1
46	49	1
46	56	1
46	60	1
46	61	1
47	10	1
47	15	1
47	16	1
47	17	1
47	19	1
47	30	1
47	31	1
47	48	1
47	50	1
47	56	1
47	60	1
47	61	1
48	15	1
48	16	1
48	17	1
48	19	1
48	30	1
48	31	1
48	49	1
48	50	1
48	55	1
48	56	1
48	57	1
48	58	1
48	61	1
49	15	1
49	16	1
49	17	1
49	19	1
49	30	1
49	31	1
49	48	1
49	50	1
49	55	1
49	56	1
49	57	1
49	58	1
50	15	1
50	16	1
50	19	1
50	30	1
50	31	1
50	47	1
50	49	1
50	55	1
50	56	1
50	57	1
50	58	1
50	61	1
51	16	1
51	17	1
51	19	1
51	30	1
51	47	1
51	49	1
51	50	1
51	52	1
51	54	1
51	55	1
51	56	1
51	57	1
51	58	1
51	62	1
52	17	1
52	19	1
52	50	1
52	54	1
52	56	1
52	58	1
52	59	1
52	61	1
52	62	1
53	19	1
53	52	1
53	54	1
53	56	1
53	58	1
53	61	1
53	62	1
54	11	1
54	15	1
54	19	1
54	52	1
54	53	1
54	56	1
54	58	1
54	61	1
54	62	1
55	11	1
55	15	1
55	19	1
55	30	1
55	31	1
55	48	1
55	56	1
55	60	1
55	61	1
55	62	1
56	15	1
56	16	1
56	19	1
56	30	1
56	31	1
56	48	1
56	50	1
56	55	1
56	58	1
56	60	1
56	62	1
57	16	1
57	17	1
57	19	1
57	47	1
57	50	1
57	55	1
57	56	1
57	58	1
57	60	1
57	62	1
57	63	1
58	17	1
58	19	1
58	56	1
58	57	1
58	59	1
58	62	1
58	63	1
59	19	1
59	54	1
59	56	1
59	58	1
59	61	1
59	62	1
60	15	1
60	30	1
60	31	1
60	56	1
60	58	1
60	62	1
61	19	1
61	47	1
61	55	1
61	56	1
61	58	1
61	59	1
61	60	1
61	62	1
61	63	1
62	19	1
62	56	1
62	58	1
62	59	1
62	63	1
63	14	1
63	46	1
63	56	1
63	57	1
63	58	1
63	60	1
63	61	1
63	62	1
