subgraph id = 36
Nreal : 3115
=================================
Full list of 3115 members:

1	21	2	
1	22	2	
1	23	2	
1	27	2	
1	34	2	
1	35	2	
1	36	2	
1	38	2	
1	40	2	
1	5	3	
1	6	3	
1	21	3	
1	22	3	
1	23	3	
1	27	3	
1	36	3	
1	39	3	
1	5	4	
1	12	4	
1	13	4	
1	21	4	
1	22	4	
1	23	4	
1	27	4	
1	35	4	
1	36	4	
1	39	4	
1	14	9	
1	15	9	
1	16	9	
1	21	9	
1	22	9	
1	23	9	
1	27	9	
1	38	9	
1	12	11	
1	54	11	
1	55	11	
1	27	26	
1	35	26	
1	36	26	
1	35	32	
1	36	32	
1	38	32	
1	40	32	
1	44	32	
1	34	33	
1	35	33	
1	36	33	
1	51	49	
2	5	4	
2	7	4	
2	12	4	
2	13	4	
2	39	4	
2	12	10	
2	13	10	
2	14	10	
2	15	10	
2	18	10	
2	39	10	
2	47	10	
2	18	17	
2	39	17	
2	43	17	
2	44	17	
2	47	17	
2	48	17	
2	51	17	
2	57	17	
2	58	17	
2	51	49	
3	12	4	
3	13	4	
3	24	4	
3	25	4	
3	29	4	
3	30	4	
3	31	4	
3	32	4	
3	35	4	
3	37	4	
3	14	9	
3	15	9	
3	16	9	
3	24	9	
3	25	9	
3	29	9	
3	31	9	
3	32	9	
3	37	9	
3	38	9	
3	12	10	
3	13	10	
3	14	10	
3	15	10	
3	18	10	
3	40	10	
3	47	10	
3	12	11	
3	54	11	
3	55	11	
3	18	17	
3	40	17	
3	43	17	
3	44	17	
3	47	17	
3	48	17	
3	51	17	
3	57	17	
3	58	17	
3	29	26	
3	32	26	
3	35	26	
3	37	26	
3	34	33	
3	35	33	
3	51	50	
3	52	50	
4	14	10	
4	15	10	
4	18	10	
4	40	10	
4	47	10	
4	18	16	
4	41	16	
4	42	16	
4	47	16	
4	51	16	
4	56	16	
4	57	16	
4	18	17	
4	40	17	
4	43	17	
4	44	17	
4	47	17	
4	48	17	
4	51	17	
4	57	17	
4	58	17	
4	51	50	
4	53	52	
5	12	10	
5	13	10	
5	14	10	
5	15	10	
5	18	10	
5	39	10	
5	40	10	
5	47	10	
5	12	11	
5	54	11	
5	55	11	
5	18	16	
5	21	16	
5	24	16	
5	25	16	
5	29	16	
5	30	16	
5	31	16	
5	35	16	
5	39	16	
5	41	16	
5	42	16	
5	47	16	
5	51	16	
5	56	16	
5	57	16	
5	18	17	
5	39	17	
5	40	17	
5	43	17	
5	44	17	
5	47	17	
5	48	17	
5	51	17	
5	57	17	
5	58	17	
5	35	20	
5	29	26	
5	35	26	
5	35	32	
5	38	32	
5	40	32	
5	44	32	
5	35	33	
5	39	34	
5	51	50	
6	12	10	
6	13	10	
6	14	10	
6	15	10	
6	18	10	
6	28	10	
6	40	10	
6	47	10	
6	12	11	
6	28	11	
6	55	11	
6	18	16	
6	21	16	
6	24	16	
6	25	16	
6	26	16	
6	29	16	
6	30	16	
6	31	16	
6	32	16	
6	33	16	
6	36	16	
6	37	16	
6	42	16	
6	47	16	
6	51	16	
6	56	16	
6	36	34	
6	37	34	
6	45	43	
6	53	52	
7	21	8	
7	24	8	
7	25	8	
7	28	8	
7	29	8	
7	35	8	
7	45	8	
7	15	9	
7	16	9	
7	21	9	
7	22	9	
7	23	9	
7	24	9	
7	25	9	
7	27	9	
7	29	9	
7	37	9	
7	12	10	
7	13	10	
7	15	10	
7	18	10	
7	28	10	
7	39	10	
7	12	11	
7	28	11	
7	54	11	
7	55	11	
7	15	14	
7	24	14	
7	28	14	
7	29	14	
7	35	14	
7	36	14	
7	63	14	
7	27	26	
7	28	26	
7	29	26	
7	35	26	
7	36	26	
7	37	26	
7	34	30	
7	35	30	
7	36	30	
7	37	30	
7	46	30	
7	51	30	
7	55	30	
7	56	30	
7	34	31	
7	35	31	
7	36	31	
7	37	31	
7	46	31	
7	55	31	
